Year,Area,Street,Street 2,Strange HTML
2012,Birmingham,Wash̴Lane,Wash Lane,
2012,Birmingham,washwood̴heath̴road,washwood heath road,
2012,Birmingham,Washwood̴Heath̴Road,Washwood Heath Road,
2012,Birmingham," Watson̴Road,̴Alum̴Rock"," Watson Road, Alum Rock",
2012,Birmingham," Wheatcroft̴Road,̴Chelmesley̴Wood"," Wheatcroft Road, Chelmesley Wood",
2012,Birmingham," WHEATSHEAF̴PH̴COVENTRY̴ROAD,̴SHELDON"," WHEATSHEAF PH COVENTRY ROAD, SHELDON",
2012,Birmingham," WheatSheaf,̴Coventry̴Road."," WheatSheaf, Coventry Road.",
2012,Birmingham," William̴Hill̴Bookmakers,̴Washwood̴Heath̴Road"," William Hill Bookmakers, Washwood Heath Road",
2012,Birmingham,woodbridge̴rd,woodbridge rd,
2012,Birmingham,Woodbridge̴Road,Woodbridge Road,
2012,Birmingham,ACORN̴PUBLIC̴HOUSE,ACORN PUBLIC HOUSE,
2012,Birmingham,Atlantic̴Rd,Atlantic Rd,
2012,Birmingham," Aylesbury̴Crescent,̴Kingstanding,̴B'ham"," Aylesbury Crescent, Kingstanding, B'ham",
2012,Birmingham,beggers̴bush,beggers bush,
2012,Birmingham,bendall̴rd.̴kingstanding,bendall rd. kingstanding,
2012,Birmingham," Berryfields̴Road,̴Walmley,̴Sutton̴Coldfield"," Berryfields Road, Walmley, Sutton Coldfield",
2012,Birmingham,Birmingham̴Rd,Birmingham Rd,
2012,Birmingham,Birmingham̴Road,Birmingham Road,
2012,Birmingham,Birmingham̴Road,Birmingham Road,
2012,Birmingham,Birmingham̴Road,Birmingham Road,
2012,Birmingham," Birmingham̴Road,̴Wylde̴Green"," Birmingham Road, Wylde Green",
2012,Birmingham," Birmingham̴Road,̴Wylde̴Green"," Birmingham Road, Wylde Green",
2012,Birmingham,Boldmere̴Road,Boldmere Road,
2012,Birmingham,Bottle̴of̴Sack,Bottle of Sack,
2012,Birmingham," Boundary̴Road,̴Erdington"," Boundary Road, Erdington",
2012,Birmingham," Brassington̴Avenue,̴Sutton̴Coldfield"," Brassington Avenue, Sutton Coldfield",
2012,Birmingham,Broad̴St]#,Broad St]#,
2012,Birmingham," Capilano̴Road,̴Erdington"," Capilano Road, Erdington",
2012,Birmingham,Car̴Park̴Lidl̴Pelham̴Rd̴aLUM̴rOCK,Car Park Lidl Pelham Rd aLUM rOCK,
2012,Birmingham,CAR̴PARK̴OF̴OLD̴SPECKLED̴HEN̴PUBLIC̴HOUSE̴MERE̴GREEN,CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN,
2012,Birmingham," Car̴Park̴Reddicap̴Tavern,̴Hollyfield̴Road,̴Falcon̴Lodge"," Car Park Reddicap Tavern, Hollyfield Road, Falcon Lodge",
2012,Birmingham," Car̴park,̴Kenilworth̴Court,̴Wheelwright̴Rd"," Car park, Kenilworth Court, Wheelwright Rd",
2012,Birmingham,Chester̴Road,Chester Road,
2012,Birmingham," Chesterfield̴Grove,̴Pype̴Hayes"," Chesterfield Grove, Pype Hayes",
2012,Birmingham,Chipstead̴Road,Chipstead Road,
2012,Birmingham," Church̴Road,̴Erdington"," Church Road, Erdington",
2012,Birmingham," Coton̴Lane,̴Erdington,̴B'ham"," Coton Lane, Erdington, B'ham",
2012,Birmingham,Cottishall̴Walk,Cottishall Walk,
2012,Birmingham,Court̴Lane,Court Lane,
2012,Birmingham,COurt̴Lane,COurt Lane,
2012,Birmingham,DUKE̴STREET,DUKE STREET,
2012,Birmingham," Ebrook̴Road,̴Sutton̴Coldfield"," Ebrook Road, Sutton Coldfield",
2012,Birmingham,Emscote̴Road,Emscote Road,
2012,Birmingham,Erdington̴High̴Street,Erdington High Street,
2012,Birmingham,Erdington̴High̴Street,Erdington High Street,
2012,Birmingham,Erdington̴High̴Street,Erdington High Street,
2012,Birmingham,Firbeck̴Grove,Firbeck Grove,
2012,Birmingham,FRANCES̴ROAD̴ERDINGTON,FRANCES ROAD ERDINGTON,
2012,Birmingham,Front̴Odffice̴Sutton̴Coldfield,Front Odffice Sutton Coldfield,
2012,Birmingham,Good̴Hope̴Hospital,Good Hope Hospital,
2012,Birmingham," Gracechuch̴Shopping̴Centre,̴Sutton̴Coldfield"," Gracechuch Shopping Centre, Sutton Coldfield",
2012,Birmingham,Gravelly̴Hill,Gravelly Hill,
2012,Birmingham," Hairy̴Lemon,̴Erdington̴High̴Street."," Hairy Lemon, Erdington High Street.",
2012,Birmingham,HAIRY̴LEMON.̴Lower̴Parade,HAIRY LEMON. Lower Parade,
2012,Birmingham,HAIRY̴LEMON.̴Lower̴Parade,HAIRY LEMON. Lower Parade,
2012,Birmingham," Hampton̴Road,̴Erdington,̴B'ham"," Hampton Road, Erdington, B'ham",
2012,Birmingham,Hellbey̴Close,Hellbey Close,
2012,Birmingham,high̴st̴.̴sutton̴coldfield,high st . sutton coldfield,
2012,Birmingham,High̴St̴Erdington,High St Erdington,
2012,Birmingham," High̴Street,̴Erdington"," High Street, Erdington",
2012,Birmingham," High̴Street,̴Erdington"," High Street, Erdington",
2012,Birmingham," High̴Street,̴Erdington"," High Street, Erdington",
2012,Birmingham," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," high̴street,̴erdington."," high street, erdington.",
2012,Birmingham," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,Birmingham," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,Birmingham," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,Birmingham," Inland̴Road,̴Erdington,̴B'ham"," Inland Road, Erdington, B'ham",
2012,Birmingham," Job̴Centre,̴Sutton̴New̴Road,̴Erdington"," Job Centre, Sutton New Road, Erdington",
2012,Birmingham," Johnson̴Road,̴Erdington,̴Birmingham"," Johnson Road, Erdington, Birmingham",
2012,Birmingham," Johnson̴Road,̴Erdington,̴Birmingham."," Johnson Road, Erdington, Birmingham.",
2012,Birmingham,Kings̴Rd,Kings Rd,
2012,Birmingham," KINGSBURY̴ROAD,̴CASTLE̴VALE"," KINGSBURY ROAD, CASTLE VALE",
2012,Birmingham,Lichfield̴rd,Lichfield rd,
2012,Birmingham,Lichfield̴Road,Lichfield Road,
2012,Birmingham," Lichfield̴Road,̴Sutton̴Coldfield"," Lichfield Road, Sutton Coldfield",
2012,Birmingham," Lichfield̴Road,̴Sutton̴Coldfield"," Lichfield Road, Sutton Coldfield",
2012,Birmingham,Litten̴Tree̴PH̴Sutton̴Town̴Centre,Litten Tree PH Sutton Town Centre,
2012,Birmingham,Lower̴Parade,Lower Parade,
2012,Birmingham,LOWER̴PARADE,LOWER PARADE,
2012,Birmingham,Lower̴parade,Lower parade,
2012,Birmingham,LOWER̴PARADE,LOWER PARADE,
2012,Birmingham,Lower̴Parade,Lower Parade,
2012,Birmingham," lower̴parade̴,̴sutton̴coldfield"," lower parade , sutton coldfield",
2012,Birmingham,Lower̴Parade̴Sutton̴Coldfield,Lower Parade Sutton Coldfield,
2012,Birmingham," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lower̴Parade,̴Sutton̴Coldfield,̴Birmingham"," Lower Parade, Sutton Coldfield, Birmingham",
2012,Birmingham," Lower̴Parade,̴Sutton̴Coldfield."," Lower Parade, Sutton Coldfield.",
2012,Birmingham," Lower̴parade,̴Sutton̴town̴centre"," Lower parade, Sutton town centre",
2012,Birmingham," Madehurst̴Road,̴erdington"," Madehurst Road, erdington",
2012,Birmingham," MARROWFAT̴RAOD,̴HANDSWORTH"," MARROWFAT RAOD, HANDSWORTH",
2012,Birmingham," Marsh̴hill̴,̴Erdington.̴(̴BN̴)"," Marsh hill , Erdington. ( BN )",
2012,Birmingham," Marsh̴lane,̴Erdington,̴B'ham"," Marsh lane, Erdington, B'ham",
2012,Birmingham,MERE̴GREEN̴ISLAND̴LICHFIELD̴ROAD,MERE GREEN ISLAND LICHFIELD ROAD,
2012,Birmingham,Mill̴Avenue,Mill Avenue,
2012,Birmingham,Mill̴st̴@̴high̴street,Mill st @ high street,
2012,Birmingham,New̴Street,New Street,
2012,Birmingham,New̴Street̴Station,New Street Station,
2012,Birmingham,Newdigate̴Road,Newdigate Road,
2012,Birmingham,Newhall̴Carpark,Newhall Carpark,
2012,Birmingham," Newhall̴Walk,̴Sutton̴Coldfield"," Newhall Walk, Sutton Coldfield",
2012,Birmingham," Normanton̴Tower,̴Beechmount̴Drive,̴Erdington,̴Birmingham"," Normanton Tower, Beechmount Drive, Erdington, Birmingham",
2012,Birmingham,North̴Holt̴Road,North Holt Road,
2012,Birmingham,NORTHOLT̴DRIVE,NORTHOLT DRIVE,
2012,Birmingham,O/S̴H/A,O/S H/A,
2012,Birmingham,O/s̴Hairy̴Lemon̴PH,O/s Hairy Lemon PH,
2012,Birmingham," O/S̴Kings̴Arms̴PH,̴Coleshill̴Road"," O/S Kings Arms PH, Coleshill Road",
2012,Birmingham," O/S̴Kings̴Arms̴PH,̴Coleshill̴Road"," O/S Kings Arms PH, Coleshill Road",
2012,Birmingham,O/S̴LITTEN̴TREE,O/S LITTEN TREE,
2012,Birmingham,O/S̴MOO̴MOOS̴south̴parade,O/S MOO MOOS south parade,
2012,Birmingham," O/s̴MooMoo̴Club,̴Sutton̴Town̴Centre"," O/s MooMoo Club, Sutton Town Centre",
2012,Birmingham," O/S̴MooMoos̴night̴club,̴South̴parade"," O/S MooMoos night club, South parade",
2012,Birmingham," O/S̴MooMoos,̴Lower̴parade,̴Sutton̴Town̴Centre"," O/S MooMoos, Lower parade, Sutton Town Centre",
2012,Birmingham,O/S̴Station̴PH,O/S Station PH,
2012,Birmingham," O/S̴Temple̴Bar,̴S/C̴Town̴Centre"," O/S Temple Bar, S/C Town Centre",
2012,Birmingham,Orphanage̴rd,Orphanage rd,
2012,Birmingham," Outside̴Bagot̴Arms,̴Chester̴Road,̴Pype̴Hayes"," Outside Bagot Arms, Chester Road, Pype Hayes",
2012,Birmingham," OUTSIDE̴CITY̴VIEW,̴ERDINGTON"," OUTSIDE CITY VIEW, ERDINGTON",
2012,Birmingham," Outside̴HIRY̴LEMON,̴Sutton̴Town̴Crntr"," Outside HIRY LEMON, Sutton Town Crntr",
2012,Birmingham,outside̴home̴address,outside home address,
2012,Birmingham,outside̴home̴address,outside home address,
2012,Birmingham,Outside̴Home̴Address,Outside Home Address,
2012,Birmingham," OUTSIDE̴LITTEN̴TREE,̴BIRMINGHAM̴ROAD"," OUTSIDE LITTEN TREE, BIRMINGHAM ROAD",
2012,Birmingham," outside̴MooMoo's̴Bar,̴South̴Parade,̴Sutton̴Coldfield"," outside MooMoo's Bar, South Parade, Sutton Coldfield",
2012,Birmingham," outside̴MooMoo's̴Bar,̴South̴Parade,̴Sutton̴Coldfield."," outside MooMoo's Bar, South Parade, Sutton Coldfield.",
2012,Birmingham," OUTSIDE̴NEW̴STREET̴STATION,̴BIRMINGHAM̴CITY̴CENTRE"," OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE",
2012,Birmingham," Outside̴Temple̴bar,̴Lower̴Parade,̴Sutton̴Coldfield"," Outside Temple bar, Lower Parade, Sutton Coldfield",
2012,Birmingham," Outside̴The̴Swan̴Public̴house,̴High̴Street,̴Erdington"," Outside The Swan Public house, High Street, Erdington",
2012,Birmingham," Outside̴the̴Temple̴Bar,̴Sutton̴Coldfield̴town̴centre."," Outside the Temple Bar, Sutton Coldfield town centre.",
2012,Birmingham,parade̴sutton,parade sutton,
2012,Birmingham,parade̴Sutton̴coldfield,parade Sutton coldfield,
2012,Birmingham,parade̴Sutton̴coldfield,parade Sutton coldfield,
2012,Birmingham,Parade̴Sutton̴coldfield̴Town̴Centre,Parade Sutton coldfield Town Centre,
2012,Birmingham," parade,̴sutton̴coldfield"," parade, sutton coldfield",
2012,Birmingham," Rectory̴Road,̴Sutton̴Coldfield"," Rectory Road, Sutton Coldfield",
2012,Birmingham,Reddicap̴Hill,Reddicap Hill,
2012,Birmingham," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham,reservoir̴rd̴erdington,reservoir rd erdington,
2012,Birmingham,reservoir̴rd̴erdington,reservoir rd erdington,
2012,Birmingham,reservoir̴rd̴erdington,reservoir rd erdington,
2012,Birmingham,reservoir̴rd̴erdington,reservoir rd erdington,
2012,Birmingham,reservoir̴rd̴erdington,reservoir rd erdington,
2012,Birmingham,RESERVOIR̴ROAD,RESERVOIR ROAD,
2012,Birmingham," Ridgeway,̴Erdington"," Ridgeway, Erdington",
2012,Birmingham,SC̴Town̴Centre,SC Town Centre,
2012,Birmingham,Short̴Heath̴Rd,Short Heath Rd,
2012,Birmingham,Slade̴Road,Slade Road,
2012,Birmingham,Slade̴Road,Slade Road,
2012,Birmingham," SOMERSET̴ROAD,̴ERDINGTON"," SOMERSET ROAD, ERDINGTON",
2012,Birmingham,South̴Parade,South Parade,
2012,Birmingham,South̴Parade,South Parade,
2012,Birmingham,South̴Parade,South Parade,
2012,Birmingham,South̴Parade,South Parade,
2012,Birmingham,South̴Parade,South Parade,
2012,Birmingham,South̴Parade,South Parade,
2012,Birmingham,South̴parade̴�����̴Sutton̴Coldfield̴Town̴Centre,South parade ����� Sutton Coldfield Town Centre,
2012,Birmingham,South̴parade̴O/s̴Moomoo,South parade O/s Moomoo,
2012,Birmingham,South̴parade̴S/C̴Town̴Centre,South parade S/C Town Centre,
2012,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," SOUTH̴PARADE,̴SUTTON̴COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,Birmingham," SOUTH̴PARADE,̴SUTTON̴COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,Birmingham," SOUTH̴PARADE,̴SUTTON̴COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," South̴Parade,̴Sutton̴Coldfield,̴Birmingham"," South Parade, Sutton Coldfield, Birmingham",
2012,Birmingham," South̴Parades,̴Sutton̴Coldfield"," South Parades, Sutton Coldfield",
2012,Birmingham," St̴Mary̴&̴St̴John̴Social̴Club,̴Gravelly̴Hill̴North"," St Mary & St John Social Club, Gravelly Hill North",
2012,Birmingham,Sutton̴New̴Road,Sutton New Road,
2012,Birmingham," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington",
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2012,Birmingham,Sutton̴Town̴Centre̴outside̴Moo̴Moo's,Sutton Town Centre outside Moo Moo's,
2012,Birmingham," Sycamore̴Road,̴Erdingon"," Sycamore Road, Erdingon",
2012,Birmingham," Tamworth̴Road,̴Sutton̴Coldfield"," Tamworth Road, Sutton Coldfield",
2012,Birmingham," tangmere̴Drive,̴castle̴vale"," tangmere Drive, castle vale",
2012,Birmingham," The̴Gardens,̴Erdington"," The Gardens, Erdington",
2012,Birmingham," The̴Green̴House,̴Four̴Oaks,̴Birmingham"," The Green House, Four Oaks, Birmingham",
2012,Birmingham," The̴Green̴House,̴Four̴Oaks,̴Sutton̴Coldfield"," The Green House, Four Oaks, Sutton Coldfield",
2012,Birmingham,The̴Parade,The Parade,
2012,Birmingham,The̴Parade,The Parade,
2012,Birmingham,The̴Parade,The Parade,
2012,Birmingham,The̴Parade̴S/C,The Parade S/C,
2012,Birmingham,The̴Parade̴SuttonTown̴Centre,The Parade SuttonTown Centre,
2012,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," The̴parade,̴Sutton̴Coldfield"," The parade, Sutton Coldfield",
2012,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," The̴parade,̴Sutton̴Coldfield"," The parade, Sutton Coldfield",
2012,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," The̴Parade,̴Sutton̴Coldfield."," The Parade, Sutton Coldfield.",
2012,Birmingham,The̴Wylde̴Green̴Public̴House,The Wylde Green Public House,
2012,Birmingham," Turnhouse̴Road,̴Castle̴Vale"," Turnhouse Road, Castle Vale",
2012,Birmingham,UNKNOWN,UNKNOWN,
2012,Birmingham," Victoria̴Road,̴Sutton̴Coldfield"," Victoria Road, Sutton Coldfield",
2012,Birmingham,walmley̴ash̴rd,walmley ash rd,
2012,Birmingham,Water̴Orton̴Lane,Water Orton Lane,
2012,Birmingham," William̴Hill,̴Wylde̴Green"," William Hill, Wylde Green",
2012,Birmingham,WITTON̴LODGE̴ROAD,WITTON LODGE ROAD,
2012,Birmingham," Woodacre̴Road,̴Erdington"," Woodacre Road, Erdington",
2012,Birmingham," Woodacre̴Road,̴Erdington"," Woodacre Road, Erdington",
2012,Birmingham," Woodacre̴Road,̴Erdington"," Woodacre Road, Erdington",
2012,Birmingham,Woodington̴Road,Woodington Road,
2012,Birmingham," Wootton̴Grove,̴Kingstanding,̴Birmingham"," Wootton Grove, Kingstanding, Birmingham",
2012,Birmingham," Yatesbury̴Avenue,̴Castle̴Vale"," Yatesbury Avenue, Castle Vale",
2012,Birmingham,A38̴Northfield,A38 Northfield,
2012,Birmingham,Abdon̴Ave,Abdon Ave,
2012,Birmingham,Alcester̴Rd,Alcester Rd,
2012,Birmingham,alcester̴road̴south,alcester road south,
2012,Birmingham,aldersmead̴road,aldersmead road,
2012,Birmingham,alwold̴road,alwold road,
2012,Birmingham,belgrave̴middleway,belgrave middleway,
2012,Birmingham,black̴horse̴public̴house̴carpark,black horse public house carpark,
2012,Birmingham,boleyn̴road,boleyn road,
2012,Birmingham,bomerfield̴road,bomerfield road,
2012,Birmingham," Bond̴st,̴City̴Centre"," Bond st, City Centre",
2012,Birmingham,Bournville̴Lane,Bournville Lane,
2012,Birmingham,Bournville̴Lane,Bournville Lane,
2012,Birmingham,Bournville̴Lane̴Front̴office,Bournville Lane Front office,
2012,Birmingham,bournville̴lane̴police̴station,bournville lane police station,
2012,Birmingham,bournville̴p.s.,bournville p.s.,
2012,Birmingham,bournville̴police̴station,bournville police station,
2012,Birmingham,braceby̴avenue,braceby avenue,
2012,Birmingham,brandwood̴park̴rd,brandwood park rd,
2012,Birmingham," Bristol̴Rd̴South,̴Northfield"," Bristol Rd South, Northfield",
2012,Birmingham,Bristol̴Road,Bristol Road,
2012,Birmingham,Bristol̴Road,Bristol Road,
2012,Birmingham,bristol̴road,bristol road,
2012,Birmingham,bristol̴road,bristol road,
2012,Birmingham,Bristol̴Road,Bristol Road,
2012,Birmingham,Bristol̴Road,Bristol Road,
2012,Birmingham,bristol̴road,bristol road,
